scenario,gtap_region,resolution,disbursement,gdp_2030,gdp_2040,gdp_2050
31,Eswatini,individual,none,-0.015,-0.042,-0.052
31,Finland,individual,none,-0.040,-0.108,-0.141
31,France,individual,none,-0.014,-0.038,-0.048
31,Gabon,individual,none,-0.103,-0.285,-0.399
31,Georgia,individual,none,-0.056,-0.164,-0.209
31,Germany,individual,none,-0.022,-0.058,-0.078
31,Ghana,individual,none,-0.072,-0.224,-0.297
31,Greece,individual,none,-0.039,-0.101,-0.126
31,Guatemala,individual,none,-0.101,-0.255,-0.319
31,Honduras,individual,none,-0.141,-0.389,-0.491
31,India,individual,none,-0.034,-0.105,-0.147
31,Indonesia,individual,none,-0.070,-0.196,-0.278
31,Iran (Islamic Republic of),individual,none,-0.023,-0.068,-0.087
31,Iraq,individual,none,-0.036,-0.119,-0.176
31,Ireland,individual,none,-0.022,-0.068,-0.084
31,Israel,individual,none,-0.045,-0.128,-0.160
31,Italy,individual,none,-0.025,-0.069,-0.084
31,Japan,individual,none,-0.036,-0.096,-0.129
31,Jordan,individual,none,-0.022,-0.063,-0.081
31,Kenya,individual,none,-0.139,-0.373,-0.476
31,Kuwait,individual,none,-0.042,-0.126,-0.155
31,Latvia,individual,none,-0.048,-0.132,-0.167
31,Lithuania,individual,none,-0.047,-0.125,-0.152
31,Madagascar,individual,none,-0.100,-0.305,-0.407
31,Malaysia,individual,none,-0.089,-0.263,-0.347
31,Malta,individual,none,-0.171,-0.510,-0.598
31,Mauritius,individual,none,-0.073,-0.197,-0.246
31,Mexico,individual,none,-0.029,-0.081,-0.115
31,Morocco,individual,none,-0.090,-0.249,-0.314
31,Namibia,individual,none,-0.019,-0.055,-0.067
31,Netherlands (Kingdom of the),individual,none,-0.027,-0.074,-0.095
31,New Zealand,individual,none,-0.085,-0.234,-0.295
31,Nicaragua,individual,none,-0.122,-0.338,-0.426
31,Nigeria,individual,none,-0.044,-0.139,-0.182
31,Norway,individual,none,-0.018,-0.055,-0.074
31,Oman,individual,none,-0.110,-0.323,-0.445
31,Pakistan,individual,none,-0.044,-0.132,-0.178
31,Panama,individual,none,-0.068,-0.204,-0.261
31,Paraguay,individual,none,-0.058,-0.163,-0.215
31,Peru,individual,none,-0.120,-0.305,-0.410
31,Philippines,individual,none,-0.069,-0.206,-0.275
31,Poland,individual,none,-0.021,-0.061,-0.078
31,Portugal,individual,none,-0.045,-0.124,-0.156
31,Qatar,individual,none,-0.112,-0.337,-0.418
31,Republic of Korea,individual,none,-0.077,-0.212,-0.280
31,Rest of American SIDS,aggregate,none,-0.114,-0.360,-0.459
31,Rest of Asia,aggregate,none,-0.029,-0.083,-0.105
31,Rest of Asian SIDS and LDCs,aggregate,none,-0.105,-0.308,-0.411
31,Rest of Caribbean,aggregate,none,-0.061,-0.170,-0.220
31,Rest of Europe,aggregate,none,-0.018,-0.051,-0.064
31,Rest of LDC in Africa,aggregate,none,-0.086,-0.248,-0.332
31,Rest of Middle East and North Africa,aggregate,none,-0.067,-0.181,-0.207
31,Rest of Oceania,aggregate,none,-0.135,-0.388,-0.506
31,Rest of Western Africa,aggregate,none,-0.220,-0.658,-0.910
31,Rest of developing economies in Europe and Central Asia,aggregate,none,-0.025,-0.073,-0.092
31,Rest of landlocked economies in Africa,aggregate,none,-0.037,-0.103,-0.131
31,Rest of the world,aggregate,none,-0.020,-0.057,-0.073
31,Romania,individual,none,-0.021,-0.054,-0.070
31,Russian Federation,individual,none,-0.029,-0.077,-0.102
31,Saudi Arabia,individual,none,-0.077,-0.211,-0.268
31,Serbia,individual,none,-0.022,-0.057,-0.070
31,Singapore,individual,none,-0.066,-0.189,-0.237
31,Slovenia,individual,none,-0.037,-0.109,-0.134
31,South Africa,individual,none,-0.075,-0.194,-0.259
31,Spain,individual,none,-0.038,-0.103,-0.132
31,Sri Lanka,individual,none,-0.048,-0.140,-0.181
31,Sweden,individual,none,-0.025,-0.069,-0.091
31,Syrian Arab Republic,individual,none,-0.064,-0.178,-0.202
31,Thailand,individual,none,-0.072,-0.202,-0.267
31,Trinidad and Tobago,individual,none,-0.110,-0.322,-0.394
31,Tunisia,individual,none,-0.089,-0.253,-0.312
31,Türkiye,individual,none,-0.070,-0.191,-0.250
31,Ukraine,individual,none,-0.078,-0.188,-0.250
31,United Arab Emirates,individual,none,-0.081,-0.236,-0.299
31,United Kingdom of Great Britain and Northern Ireland,individual,none,-0.028,-0.078,-0.100
31,United Republic of Tanzania,individual,none,-0.098,-0.275,-0.345
31,United States of America,individual,none,-0.016,-0.043,-0.056
31,Uruguay,individual,none,-0.076,-0.186,-0.242
31,Uzbekistan,individual,none,-0.015,-0.045,-0.055
31,Venezuela (Bolivarian Republic of),individual,none,-0.024,-0.063,-0.081
31,Viet Nam,individual,none,-0.212,-0.703,-0.958
31,Zimbabwe,individual,none,-0.052,-0.135,-0.167
32,Albania,individual,All economies,-0.048,-0.136,-0.152
32,Algeria,individual,All economies,-0.103,-0.250,-0.317
32,Argentina,individual,All economies,-0.030,-0.075,-0.099
32,Armenia,individual,All economies,-0.032,-0.077,-0.105
32,Australia,individual,All economies,-0.067,-0.191,-0.264
32,Bahrain,individual,All economies,-0.088,-0.237,-0.305
32,Bangladesh,individual,All economies,-0.074,-0.202,-0.261
32,Belgium,individual,All economies,-0.064,-0.152,-0.193
32,Bolivia (Plurinational State of),individual,All economies,-0.012,-0.031,-0.041
32,Botswana,individual,All economies,-0.010,-0.033,-0.035
32,Brazil,individual,All economies,-0.041,-0.094,-0.120
32,Brunei Darussalam,individual,All economies,-0.065,-0.172,-0.203
32,Bulgaria,individual,All economies,-0.079,-0.193,-0.244
32,Cameroon,individual,All economies,-0.054,-0.155,-0.194
32,Canada,individual,All economies,-0.036,-0.087,-0.116
32,Chile,individual,All economies,-0.142,-0.341,-0.449
32,China,individual,All economies,-0.048,-0.121,-0.157
32,Colombia,individual,All economies,-0.069,-0.169,-0.219
32,Costa Rica,individual,All economies,-0.123,-0.301,-0.373
32,Croatia,individual,All economies,-0.029,-0.074,-0.089
32,Cyprus,individual,All economies,-0.065,-0.172,-0.207
32,Côte d'Ivoire,individual,All economies,-0.074,-0.214,-0.264
32,Denmark,individual,All economies,-0.033,-0.081,-0.102
32,Dominican Republic,individual,All economies,-0.070,-0.187,-0.235
32,Ecuador,individual,All economies,-0.093,-0.223,-0.275
32,Egypt,individual,All economies,-0.098,-0.274,-0.360
32,El Salvador,individual,All economies,-0.084,-0.209,-0.258
32,Equatorial Guinea,individual,All economies,-0.001,0.005,0.019
32,Estonia,individual,All economies,-0.051,-0.127,-0.160
32,Eswatini,individual,All economies,-0.013,-0.032,-0.038
32,Finland,individual,All economies,-0.043,-0.106,-0.135
32,France,individual,All economies,-0.016,-0.038,-0.048
32,Gabon,individual,All economies,-0.103,-0.268,-0.366
32,Georgia,individual,All economies,-0.053,-0.143,-0.178
32,Germany,individual,All economies,-0.021,-0.051,-0.067
32,Ghana,individual,All economies,-0.063,-0.183,-0.237
32,Greece,individual,All economies,-0.043,-0.100,-0.123
32,Guatemala,individual,All economies,-0.101,-0.233,-0.290
32,Honduras,individual,All economies,-0.135,-0.338,-0.424
32,India,individual,All economies,-0.034,-0.095,-0.130
32,Indonesia,individual,All economies,-0.072,-0.185,-0.257
32,Iran (Islamic Republic of),individual,All economies,-0.025,-0.062,-0.075
32,Iraq,individual,All economies,-0.033,-0.097,-0.135
32,Ireland,individual,All economies,-0.016,-0.046,-0.054
32,Israel,individual,All economies,-0.048,-0.121,-0.147
32,Italy,individual,All economies,-0.026,-0.065,-0.077
32,Japan,individual,All economies,-0.037,-0.090,-0.117
32,Jordan,individual,All economies,-0.015,-0.042,-0.051
32,Kenya,individual,All economies,-0.114,-0.303,-0.390
32,Kuwait,individual,All economies,-0.040,-0.102,-0.118
32,Latvia,individual,All economies,-0.060,-0.147,-0.187
32,Lithuania,individual,All economies,-0.051,-0.126,-0.152
32,Madagascar,individual,All economies,-0.091,-0.256,-0.338
32,Malaysia,individual,All economies,-0.083,-0.219,-0.280
32,Malta,individual,All economies,-0.202,-0.540,-0.629
32,Mauritius,individual,All economies,-0.071,-0.177,-0.218
32,Mexico,individual,All economies,-0.030,-0.079,-0.110
32,Morocco,individual,All economies,-0.089,-0.227,-0.280
32,Namibia,individual,All economies,-0.009,-0.027,-0.028
32,Netherlands (Kingdom of the),individual,All economies,-0.031,-0.075,-0.095
32,New Zealand,individual,All economies,-0.090,-0.224,-0.278
32,Nicaragua,individual,All economies,-0.107,-0.272,-0.343
32,Nigeria,individual,All economies,-0.039,-0.116,-0.150
32,Norway,individual,All economies,-0.017,-0.047,-0.064
32,Oman,individual,All economies,-0.114,-0.299,-0.400
32,Pakistan,individual,All economies,-0.038,-0.108,-0.145
32,Panama,individual,All economies,-0.074,-0.203,-0.255
32,Paraguay,individual,All economies,-0.055,-0.145,-0.188
32,Peru,individual,All economies,-0.122,-0.293,-0.386
32,Philippines,individual,All economies,-0.069,-0.181,-0.235
32,Poland,individual,All economies,-0.020,-0.052,-0.066
32,Portugal,individual,All economies,-0.048,-0.117,-0.145
32,Qatar,individual,All economies,-0.127,-0.322,-0.385
32,Republic of Korea,individual,All economies,-0.078,-0.194,-0.248
32,Rest of American SIDS,aggregate,All economies,-0.119,-0.333,-0.420
32,Rest of Asia,aggregate,All economies,-0.028,-0.069,-0.082
32,Rest of Asian SIDS and LDCs,aggregate,All economies,-0.086,-0.229,-0.302
32,Rest of Caribbean,aggregate,All economies,-0.061,-0.156,-0.199
32,Rest of Europe,aggregate,All economies,-0.008,-0.024,-0.027
32,Rest of LDC in Africa,aggregate,All economies,-0.079,-0.213,-0.281
32,Rest of Middle East and North Africa,aggregate,All economies,-0.066,-0.166,-0.188
32,Rest of Oceania,aggregate,All economies,-0.119,-0.317,-0.408
32,Rest of Western Africa,aggregate,All economies,-0.075,-0.280,-0.373
32,Rest of developing economies in Europe and Central Asia,aggregate,All economies,-0.026,-0.067,-0.083
32,Rest of landlocked economies in Africa,aggregate,All economies,-0.020,-0.058,-0.075
32,Rest of the world,aggregate,All economies,-0.024,-0.059,-0.076
32,Romania,individual,All economies,-0.014,-0.035,-0.043
32,Russian Federation,individual,All economies,-0.027,-0.066,-0.086
32,Saudi Arabia,individual,All economies,-0.079,-0.192,-0.238
32,Serbia,individual,All economies,-0.016,-0.039,-0.046
32,Singapore,individual,All economies,-0.065,-0.165,-0.202
32,Slovenia,individual,All economies,-0.046,-0.119,-0.144
32,South Africa,individual,All economies,-0.072,-0.174,-0.228
32,Spain,individual,All economies,-0.038,-0.095,-0.119
32,Sri Lanka,individual,All economies,-0.049,-0.125,-0.160
32,Sweden,individual,All economies,-0.026,-0.064,-0.083
32,Syrian Arab Republic,individual,All economies,-0.127,-0.299,-0.324
32,Thailand,individual,All economies,-0.067,-0.171,-0.220
32,Trinidad and Tobago,individual,All economies,-0.121,-0.309,-0.372
32,Tunisia,individual,All economies,-0.087,-0.226,-0.271
32,Türkiye,individual,All economies,-0.070,-0.175,-0.225
32,Ukraine,individual,All economies,-0.070,-0.160,-0.208
32,United Arab Emirates,individual,All economies,-0.076,-0.196,-0.238
32,United Kingdom of Great Britain and Northern Ireland,individual,All economies,-0.029,-0.072,-0.091
32,United Republic of Tanzania,individual,All economies,-0.076,-0.207,-0.263
32,United States of America,individual,All economies,-0.015,-0.039,-0.049
32,Uruguay,individual,All economies,-0.078,-0.182,-0.232
32,Uzbekistan,individual,All economies,-0.017,-0.044,-0.051
32,Venezuela (Bolivarian Republic of),individual,All economies,-0.024,-0.058,-0.073
32,Viet Nam,individual,All economies,-0.179,-0.531,-0.695
32,Zimbabwe,individual,All economies,-0.043,-0.108,-0.133
32,Albania,individual,"Developing economies, LDCs and SIDS",-0.048,-0.134,-0.150
32,Algeria,individual,"Developing economies, LDCs and SIDS",-0.103,-0.250,-0.317
32,Argentina,individual,"Developing economies, LDCs and SIDS",-0.030,-0.075,-0.099
32,Armenia,individual,"Developing economies, LDCs and SIDS",-0.032,-0.077,-0.104
32,Australia,individual,"Developing economies, LDCs and SIDS",-0.067,-0.192,-0.265
32,Bahrain,individual,"Developing economies, LDCs and SIDS",-0.088,-0.237,-0.306
32,Bangladesh,individual,"Developing economies, LDCs and SIDS",-0.074,-0.202,-0.261
32,Belgium,individual,"Developing economies, LDCs and SIDS",-0.065,-0.155,-0.197
32,Bolivia (Plurinational State of),individual,"Developing economies, LDCs and SIDS",-0.012,-0.031,-0.041
32,Botswana,individual,"Developing economies, LDCs and SIDS",-0.010,-0.033,-0.035
32,Brazil,individual,"Developing economies, LDCs and SIDS",-0.041,-0.093,-0.119
32,Brunei Darussalam,individual,"Developing economies, LDCs and SIDS",-0.065,-0.172,-0.203
32,Bulgaria,individual,"Developing economies, LDCs and SIDS",-0.079,-0.193,-0.244
32,Cameroon,individual,"Developing economies, LDCs and SIDS",-0.053,-0.153,-0.193
32,Canada,individual,"Developing economies, LDCs and SIDS",-0.036,-0.088,-0.117
32,Chile,individual,"Developing economies, LDCs and SIDS",-0.143,-0.344,-0.452
32,China,individual,"Developing economies, LDCs and SIDS",-0.048,-0.120,-0.157
32,Colombia,individual,"Developing economies, LDCs and SIDS",-0.069,-0.169,-0.218
32,Costa Rica,individual,"Developing economies, LDCs and SIDS",-0.123,-0.300,-0.373
32,Croatia,individual,"Developing economies, LDCs and SIDS",-0.030,-0.077,-0.093
32,Cyprus,individual,"Developing economies, LDCs and SIDS",-0.066,-0.173,-0.209
32,Côte d'Ivoire,individual,"Developing economies, LDCs and SIDS",-0.074,-0.212,-0.262
32,Denmark,individual,"Developing economies, LDCs and SIDS",-0.033,-0.082,-0.103
32,Dominican Republic,individual,"Developing economies, LDCs and SIDS",-0.069,-0.187,-0.235
32,Ecuador,individual,"Developing economies, LDCs and SIDS",-0.093,-0.223,-0.274
32,Egypt,individual,"Developing economies, LDCs and SIDS",-0.098,-0.274,-0.360
32,El Salvador,individual,"Developing economies, LDCs and SIDS",-0.084,-0.208,-0.258
32,Equatorial Guinea,individual,"Developing economies, LDCs and SIDS",-0.001,0.005,0.019
32,Estonia,individual,"Developing economies, LDCs and SIDS",-0.052,-0.130,-0.164
32,Eswatini,individual,"Developing economies, LDCs and SIDS",-0.012,-0.032,-0.038
32,Finland,individual,"Developing economies, LDCs and SIDS",-0.044,-0.107,-0.137
32,France,individual,"Developing economies, LDCs and SIDS",-0.016,-0.039,-0.048
32,Gabon,individual,"Developing economies, LDCs and SIDS",-0.103,-0.267,-0.366
32,Georgia,individual,"Developing economies, LDCs and SIDS",-0.053,-0.142,-0.177
32,Germany,individual,"Developing economies, LDCs and SIDS",-0.021,-0.052,-0.068
32,Ghana,individual,"Developing economies, LDCs and SIDS",-0.062,-0.180,-0.234
32,Greece,individual,"Developing economies, LDCs and SIDS",-0.044,-0.102,-0.126
32,Guatemala,individual,"Developing economies, LDCs and SIDS",-0.100,-0.232,-0.288
32,Honduras,individual,"Developing economies, LDCs and SIDS",-0.134,-0.336,-0.422
32,India,individual,"Developing economies, LDCs and SIDS",-0.034,-0.095,-0.131
32,Indonesia,individual,"Developing economies, LDCs and SIDS",-0.072,-0.185,-0.257
32,Iran (Islamic Republic of),individual,"Developing economies, LDCs and SIDS",-0.025,-0.062,-0.075
32,Iraq,individual,"Developing economies, LDCs and SIDS",-0.033,-0.097,-0.135
32,Ireland,individual,"Developing economies, LDCs and SIDS",-0.016,-0.046,-0.054
32,Israel,individual,"Developing economies, LDCs and SIDS",-0.048,-0.122,-0.149
32,Italy,individual,"Developing economies, LDCs and SIDS",-0.026,-0.066,-0.078
32,Japan,individual,"Developing economies, LDCs and SIDS",-0.037,-0.090,-0.117
32,Jordan,individual,"Developing economies, LDCs and SIDS",-0.015,-0.042,-0.051
32,Kenya,individual,"Developing economies, LDCs and SIDS",-0.110,-0.297,-0.384
32,Kuwait,individual,"Developing economies, LDCs and SIDS",-0.040,-0.102,-0.118
32,Latvia,individual,"Developing economies, LDCs and SIDS",-0.062,-0.152,-0.193
32,Lithuania,individual,"Developing economies, LDCs and SIDS",-0.053,-0.128,-0.155
32,Madagascar,individual,"Developing economies, LDCs and SIDS",-0.089,-0.254,-0.335
32,Malaysia,individual,"Developing economies, LDCs and SIDS",-0.083,-0.219,-0.280
32,Malta,individual,"Developing economies, LDCs and SIDS",-0.207,-0.553,-0.644
32,Mauritius,individual,"Developing economies, LDCs and SIDS",-0.071,-0.177,-0.218
32,Mexico,individual,"Developing economies, LDCs and SIDS",-0.030,-0.079,-0.110
32,Morocco,individual,"Developing economies, LDCs and SIDS",-0.089,-0.227,-0.280
32,Namibia,individual,"Developing economies, LDCs and SIDS",-0.009,-0.026,-0.028
32,Netherlands (Kingdom of the),individual,"Developing economies, LDCs and SIDS",-0.032,-0.076,-0.096
32,New Zealand,individual,"Developing economies, LDCs and SIDS",-0.090,-0.225,-0.279
32,Nicaragua,individual,"Developing economies, LDCs and SIDS",-0.105,-0.269,-0.339
32,Nigeria,individual,"Developing economies, LDCs and SIDS",-0.039,-0.114,-0.148
32,Norway,individual,"Developing economies, LDCs and SIDS",-0.017,-0.047,-0.064
32,Oman,individual,"Developing economies, LDCs and SIDS",-0.114,-0.300,-0.401
32,Pakistan,individual,"Developing economies, LDCs and SIDS",-0.038,-0.106,-0.143
32,Panama,individual,"Developing economies, LDCs and SIDS",-0.076,-0.207,-0.259
32,Paraguay,individual,"Developing economies, LDCs and SIDS",-0.055,-0.144,-0.187
32,Peru,individual,"Developing economies, LDCs and SIDS",-0.122,-0.293,-0.386
32,Philippines,individual,"Developing economies, LDCs and SIDS",-0.069,-0.181,-0.235
32,Poland,individual,"Developing economies, LDCs and SIDS",-0.021,-0.054,-0.068
32,Portugal,individual,"Developing economies, LDCs and SIDS",-0.049,-0.120,-0.148
32,Qatar,individual,"Developing economies, LDCs and SIDS",-0.127,-0.322,-0.385
32,Republic of Korea,individual,"Developing economies, LDCs and SIDS",-0.079,-0.195,-0.249
32,Rest of American SIDS,aggregate,"Developing economies, LDCs and SIDS",-0.119,-0.333,-0.420
32,Rest of Asia,aggregate,"Developing economies, LDCs and SIDS",-0.028,-0.069,-0.082
32,Rest of Asian SIDS and LDCs,aggregate,"Developing economies, LDCs and SIDS",-0.083,-0.223,-0.295
32,Rest of Caribbean,aggregate,"Developing economies, LDCs and SIDS",-0.060,-0.154,-0.198
32,Rest of Europe,aggregate,"Developing economies, LDCs and SIDS",-0.008,-0.024,-0.028
32,Rest of LDC in Africa,aggregate,"Developing economies, LDCs and SIDS",-0.078,-0.211,-0.278
32,Rest of Middle East and North Africa,aggregate,"Developing economies, LDCs and SIDS",-0.066,-0.165,-0.187
32,Rest of Oceania,aggregate,"Developing economies, LDCs and SIDS",-0.117,-0.312,-0.402
32,Rest of Western Africa,aggregate,"Developing economies, LDCs and SIDS",-0.059,-0.246,-0.328
32,Rest of developing economies in Europe and Central Asia,aggregate,"Developing economies, LDCs and SIDS",-0.026,-0.067,-0.082
32,Rest of landlocked economies in Africa,aggregate,"Developing economies, LDCs and SIDS",-0.018,-0.055,-0.072
32,Rest of the world,aggregate,"Developing economies, LDCs and SIDS",-0.024,-0.059,-0.076
32,Romania,individual,"Developing economies, LDCs and SIDS",-0.014,-0.035,-0.044
32,Russian Federation,individual,"Developing economies, LDCs and SIDS",-0.027,-0.066,-0.086
32,Saudi Arabia,individual,"Developing economies, LDCs and SIDS",-0.079,-0.191,-0.237
32,Serbia,individual,"Developing economies, LDCs and SIDS",-0.016,-0.040,-0.046
32,Singapore,individual,"Developing economies, LDCs and SIDS",-0.065,-0.165,-0.202
32,Slovenia,individual,"Developing economies, LDCs and SIDS",-0.047,-0.121,-0.147
32,South Africa,individual,"Developing economies, LDCs and SIDS",-0.071,-0.174,-0.227
32,Spain,individual,"Developing economies, LDCs and SIDS",-0.039,-0.097,-0.121
32,Sri Lanka,individual,"Developing economies, LDCs and SIDS",-0.049,-0.124,-0.160
32,Sweden,individual,"Developing economies, LDCs and SIDS",-0.026,-0.065,-0.084
32,Syrian Arab Republic,individual,"Developing economies, LDCs and SIDS",-0.134,-0.313,-0.338
32,Thailand,individual,"Developing economies, LDCs and SIDS",-0.067,-0.171,-0.220
32,Trinidad and Tobago,individual,"Developing economies, LDCs and SIDS",-0.121,-0.309,-0.372
32,Tunisia,individual,"Developing economies, LDCs and SIDS",-0.087,-0.226,-0.271
32,Türkiye,individual,"Developing economies, LDCs and SIDS",-0.070,-0.175,-0.225
32,Ukraine,individual,"Developing economies, LDCs and SIDS",-0.068,-0.157,-0.204
32,United Arab Emirates,individual,"Developing economies, LDCs and SIDS",-0.076,-0.196,-0.238
32,United Kingdom of Great Britain and Northern Ireland,individual,"Developing economies, LDCs and SIDS",-0.030,-0.073,-0.092
32,United Republic of Tanzania,individual,"Developing economies, LDCs and SIDS",-0.073,-0.201,-0.257
32,United States of America,individual,"Developing economies, LDCs and SIDS",-0.015,-0.039,-0.050
32,Uruguay,individual,"Developing economies, LDCs and SIDS",-0.080,-0.185,-0.236
32,Uzbekistan,individual,"Developing economies, LDCs and SIDS",-0.017,-0.043,-0.051
32,Venezuela (Bolivarian Republic of),individual,"Developing economies, LDCs and SIDS",-0.024,-0.057,-0.073
32,Viet Nam,individual,"Developing economies, LDCs and SIDS",-0.176,-0.524,-0.686
32,Zimbabwe,individual,"Developing economies, LDCs and SIDS",-0.042,-0.105,-0.131
32,Albania,individual,SIDS and LDCs,-0.050,-0.147,-0.160
32,Algeria,individual,SIDS and LDCs,-0.104,-0.252,-0.320
32,Argentina,individual,SIDS and LDCs,-0.031,-0.077,-0.101
32,Armenia,individual,SIDS and LDCs,-0.032,-0.077,-0.105
32,Australia,individual,SIDS and LDCs,-0.067,-0.191,-0.264
32,Bahrain,individual,SIDS and LDCs,-0.088,-0.237,-0.305
32,Bangladesh,individual,SIDS and LDCs,-0.073,-0.202,-0.261
32,Belgium,individual,SIDS and LDCs,-0.065,-0.155,-0.197
32,Bolivia (Plurinational State of),individual,SIDS and LDCs,-0.013,-0.033,-0.044
32,Botswana,individual,SIDS and LDCs,-0.010,-0.033,-0.034
32,Brazil,individual,SIDS and LDCs,-0.044,-0.099,-0.127
32,Brunei Darussalam,individual,SIDS and LDCs,-0.065,-0.172,-0.202
32,Bulgaria,individual,SIDS and LDCs,-0.083,-0.201,-0.254
32,Cameroon,individual,SIDS and LDCs,-0.060,-0.164,-0.203
32,Canada,individual,SIDS and LDCs,-0.036,-0.087,-0.117
32,Chile,individual,SIDS and LDCs,-0.142,-0.343,-0.451
32,China,individual,SIDS and LDCs,-0.049,-0.123,-0.160
32,Colombia,individual,SIDS and LDCs,-0.071,-0.175,-0.226
32,Costa Rica,individual,SIDS and LDCs,-0.126,-0.308,-0.381
32,Croatia,individual,SIDS and LDCs,-0.031,-0.078,-0.094
32,Cyprus,individual,SIDS and LDCs,-0.065,-0.173,-0.208
32,Côte d'Ivoire,individual,SIDS and LDCs,-0.079,-0.222,-0.270
32,Denmark,individual,SIDS and LDCs,-0.034,-0.084,-0.106
32,Dominican Republic,individual,SIDS and LDCs,-0.065,-0.178,-0.224
32,Ecuador,individual,SIDS and LDCs,-0.096,-0.229,-0.281
32,Egypt,individual,SIDS and LDCs,-0.100,-0.275,-0.355
32,El Salvador,individual,SIDS and LDCs,-0.090,-0.221,-0.272
32,Equatorial Guinea,individual,SIDS and LDCs,0.005,0.017,0.034
32,Estonia,individual,SIDS and LDCs,-0.051,-0.128,-0.162
32,Eswatini,individual,SIDS and LDCs,-0.012,-0.031,-0.037
32,Finland,individual,SIDS and LDCs,-0.045,-0.108,-0.139
32,France,individual,SIDS and LDCs,-0.017,-0.040,-0.050
32,Gabon,individual,SIDS and LDCs,-0.100,-0.261,-0.356
32,Georgia,individual,SIDS and LDCs,-0.054,-0.144,-0.180
32,Germany,individual,SIDS and LDCs,-0.022,-0.053,-0.070
32,Ghana,individual,SIDS and LDCs,-0.071,-0.201,-0.257
32,Greece,individual,SIDS and LDCs,-0.045,-0.104,-0.129
32,Guatemala,individual,SIDS and LDCs,-0.105,-0.242,-0.299
32,Honduras,individual,SIDS and LDCs,-0.145,-0.358,-0.445
32,India,individual,SIDS and LDCs,-0.032,-0.090,-0.125
32,Indonesia,individual,SIDS and LDCs,-0.072,-0.185,-0.257
32,Iran (Islamic Republic of),individual,SIDS and LDCs,-0.024,-0.060,-0.073
32,Iraq,individual,SIDS and LDCs,-0.034,-0.098,-0.135
32,Ireland,individual,SIDS and LDCs,-0.016,-0.046,-0.054
32,Israel,individual,SIDS and LDCs,-0.048,-0.123,-0.150
32,Italy,individual,SIDS and LDCs,-0.027,-0.067,-0.079
32,Japan,individual,SIDS and LDCs,-0.037,-0.090,-0.117
32,Jordan,individual,SIDS and LDCs,-0.015,-0.040,-0.049
32,Kenya,individual,SIDS and LDCs,-0.130,-0.330,-0.414
32,Kuwait,individual,SIDS and LDCs,-0.039,-0.101,-0.117
32,Latvia,individual,SIDS and LDCs,-0.062,-0.152,-0.193
32,Lithuania,individual,SIDS and LDCs,-0.053,-0.130,-0.157
32,Madagascar,individual,SIDS and LDCs,-0.052,-0.176,-0.249
32,Malaysia,individual,SIDS and LDCs,-0.084,-0.220,-0.282
32,Malta,individual,SIDS and LDCs,-0.202,-0.543,-0.630
32,Mauritius,individual,SIDS and LDCs,-0.066,-0.167,-0.207
32,Mexico,individual,SIDS and LDCs,-0.031,-0.082,-0.114
32,Morocco,individual,SIDS and LDCs,-0.090,-0.230,-0.283
32,Namibia,individual,SIDS and LDCs,-0.007,-0.021,-0.021
32,Netherlands (Kingdom of the),individual,SIDS and LDCs,-0.032,-0.077,-0.097
32,New Zealand,individual,SIDS and LDCs,-0.090,-0.225,-0.279
32,Nicaragua,individual,SIDS and LDCs,-0.122,-0.304,-0.376
32,Nigeria,individual,SIDS and LDCs,-0.045,-0.130,-0.164
32,Norway,individual,SIDS and LDCs,-0.017,-0.047,-0.065
32,Oman,individual,SIDS and LDCs,-0.112,-0.296,-0.395
32,Pakistan,individual,SIDS and LDCs,-0.045,-0.120,-0.159
32,Panama,individual,SIDS and LDCs,-0.074,-0.204,-0.255
32,Paraguay,individual,SIDS and LDCs,-0.058,-0.152,-0.197
32,Peru,individual,SIDS and LDCs,-0.123,-0.294,-0.388
32,Philippines,individual,SIDS and LDCs,-0.070,-0.183,-0.237
32,Poland,individual,SIDS and LDCs,-0.021,-0.054,-0.069
32,Portugal,individual,SIDS and LDCs,-0.048,-0.117,-0.145
32,Qatar,individual,SIDS and LDCs,-0.127,-0.321,-0.384
32,Republic of Korea,individual,SIDS and LDCs,-0.079,-0.195,-0.250
32,Rest of American SIDS,aggregate,SIDS and LDCs,-0.104,-0.301,-0.382
32,Rest of Asia,aggregate,SIDS and LDCs,-0.028,-0.069,-0.082
32,Rest of Asian SIDS and LDCs,aggregate,SIDS and LDCs,0.002,-0.051,-0.064
32,Rest of Caribbean,aggregate,SIDS and LDCs,-0.041,-0.117,-0.153
32,Rest of Europe,aggregate,SIDS and LDCs,-0.009,-0.025,-0.030
32,Rest of LDC in Africa,aggregate,SIDS and LDCs,-0.039,-0.136,-0.189
32,Rest of Middle East and North Africa,aggregate,SIDS and LDCs,-0.068,-0.172,-0.194
32,Rest of Oceania,aggregate,SIDS and LDCs,-0.045,-0.158,-0.205
32,Rest of Western Africa,aggregate,SIDS and LDCs,0.404,0.744,1.127
32,Rest of developing economies in Europe and Central Asia,aggregate,SIDS and LDCs,-0.027,-0.070,-0.086
32,Rest of landlocked economies in Africa,aggregate,SIDS and LDCs,0.032,0.040,0.033
32,Rest of the world,aggregate,SIDS and LDCs,-0.024,-0.059,-0.076
32,Romania,individual,SIDS and LDCs,-0.015,-0.037,-0.045
32,Russian Federation,individual,SIDS and LDCs,-0.027,-0.066,-0.087
